core_material,core_class,core_material_id,shell_material,shell_class,shell_material_id,core_Eg_eV,core_chi_eV,core_chi_is_estimated,shell_Eg_eV,shell_chi_eV,shell_chi_is_estimated,eps_shell,shell_dielectric_constant_source,band_alignment,dE_LUMO_eV,dE_HOMO_eV,core_radius_nm,shell_thick_nm,Nt_cm3,Vmax_V,hysteresis_window_V,on_off_ratio,retention_tau_s,endurance_cycles,Confinement_Asymmetry,formula_core,formula_shell,candidate_id,log10_on_off_ratio,band_align_Type_I_straddling_core_confines_shell,band_align_Type_I_straddling_shell_confines_core,band_align_Type_II_staggered,band_align_Type_III_broken_gap
K5Na(Ti2Se9)3,inorganic,mp-569806,SbF4,inorganic,mp-556425,0.8225000000000002,-1.4705353710327849,True,3.4408000000000003,0.8851260185295207,True,19.88704918651786,penn_model_estimated,Type III (broken gap),2.355661389562305,-4.973961389562305,3.2753443538617155,1.630828392029345,9.053286428163894e+16,4.553355835948035,0.9921886421978006,36.95096636901012,10435714388.974096,525046.2393874284,,K5Na(Ti2Se9)3,SbF4,K5Na(Ti2Se9)3__SbF4,1.5676258008699655,0,0,0,1
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.0923687365210625,2.042991096279014,2.028627833536782,6017277576191046.0,2.609496318865125,0.1692569005189979,6.247012372766917,5125905.764418181,1396297.3295940224,,Ca2Ti3O8,Na3SbSe3,Ca2Ti3O8__Na3SbSe3,0.7956723661059507,0,0,1,0
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.0923687365210625,1.731869855037655,1.7277381128359004,4.625379990710606e+17,4.928109635484489,0.8882069210660978,76.98104134601631,860979.1827076914,245140.69426624305,,Ca2Ti3O8,Na3SbSe3,Ca2Ti3O8__Na3SbSe3,1.8863837816321725,0,0,1,0
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.0923687365210625,3.12311685987626,1.678495549846366,6.901287205870279e+18,2.865442734963232,0.8429342591441513,415.5473067930525,633902.5518004589,90133.15766606336,,Ca2Ti3O8,Na3SbSe3,Ca2Ti3O8__Na3SbSe3,2.6186204719460915,0,0,1,0
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.0923687365210625,3.604499023333993,1.911066005030427,8312226751470424.0,4.788617500571292,0.3354825384524223,7.427062794479493,2575220.861188748,1244154.3585074586,,Ca2Ti3O8,Na3SbSe3,Ca2Ti3O8__Na3SbSe3,0.8708170958128172,0,0,1,0
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.877205470945,0.6602631669522779,1.1850055828542978e+16,1.2653480249509688,0.1013685021213327,13.924232475987758,9825637463.875782,1112149.2633174264,,Ga2Te2Cl7,Ca3AlAs3,Ga2Te2Cl7__Ca3AlAs3,1.1437712655599543,0,0,0,1
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.280170164968056,1.935040107881134,8.737611034754586e+16,2.8987957356781378,0.3999823160793055,32.9986386873131,9362156838.33104,496609.56905861147,,Ga2Te2Cl7,Ca3AlAs3,Ga2Te2Cl7__Ca3AlAs3,1.518496024035988,0,0,0,1
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.9631449607712868,2.35529604542352,4698625687209492.0,1.358859308053989,0.0685789302696751,5.589586912240498,10071212868.035282,1630479.807394705,,Ga2Te2Cl7,Ca3AlAs3,Ga2Te2Cl7__Ca3AlAs3,0.7473797133670134,0,0,0,1
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.0679598535112564,0.7608016031762797,3816994058440633.5,1.8741080508954469,0.084240120524838,7.144699210624611,10312795196.98367,1659596.3981209686,,Ga2Te2Cl7,Ca3AlAs3,Ga2Te2Cl7__Ca3AlAs3,0.853983949863774,0,0,0,1
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,5.564813823633566,0.635337844434264,4910129991011890.0,1.6539165135400462,0.1628219304873695,8.018504431665244,9818473076.717464,1524008.3885067855,,KTiPSe5,ZnCN2,KTiPSe5__ZnCN2,0.904093373565517,0,0,1,0
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,1.862799724458862,2.178832108846988,1.899497911241732e+18,4.845769061384875,1.6651339741857027,219.7044256766706,9765298829.898638,154425.81313987848,,KTiPSe5,ZnCN2,KTiPSe5__ZnCN2,2.341838805339254,0,0,1,0
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,5.400846784624294,1.9012683973884028,4.399707896463362e+16,2.958651839812461,0.623405051415754,22.52651363024172,10332692554.486391,686401.2047233077,,KTiPSe5,ZnCN2,KTiPSe5__ZnCN2,1.3526939823004234,0,0,1,0
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,1.5053740370949895,0.7018339053361925,2.266466185295487e+16,2.2011848587034404,0.3234217821613589,19.359194423353937,9156332783.020985,827440.9850401444,,KTiPSe5,ZnCN2,KTiPSe5__ZnCN2,1.2868872814449375,0,0,1,0
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,2.6771089804065635,2.7630454181522306,1.8405219324322296e+18,1.903519051167725,0.7511572729111201,152.52871813952092,10199887113.36172,144339.53093785795,,Na6P4Pb3S16,NaH2N,Na6P4Pb3S16__NaH2N,2.183351620439022,0,0,1,0
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,4.691676423361477,2.002113848842339,2.923257449011669e+17,1.621515411811326,0.539186154638138,66.79346371793157,6013022386.393916,326861.6231909334,,Na6P4Pb3S16,NaH2N,Na6P4Pb3S16__NaH2N,1.824733965318009,0,0,1,0
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,2.182436952616519,1.0841080495611588,1.4118069621984222e+17,2.085363879219077,0.5415395641505593,49.41038318867621,28345910.255749464,414014.8309991991,,Na6P4Pb3S16,NaH2N,Na6P4Pb3S16__NaH2N,1.6938182219542277,0,0,1,0
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,2.3780082800837885,2.5471078716911664,2607786975061001.0,2.1713988183176025,0.1610299045052465,3.5017960280940064,10217211821.772928,1852733.030150476,,Na6P4Pb3S16,NaH2N,Na6P4Pb3S16__NaH2N,0.5442908457870921,0,0,1,0
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,2.553390399398915,2.365642013395482,8.164161997210424e+17,1.2245716928579538,0.1532223966190815,12.09318608624082,0.0016767055609494,114108.37860359214,0.1337923421136818,Na4SnTe4,NaSe,Na4SnTe4__NaSe,1.0825407357145027,1,0,0,0
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,4.570823332764467,2.6666446812523663,3.88404232182808e+16,2.2181863455796487,0.1692670161319674,5.03268370834852,0.010347756735174,387783.2880126268,0.1337923421136818,Na4SnTe4,NaSe,Na4SnTe4__NaSe,0.7017996369269818,1,0,0,0
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,4.048921444892486,1.891093176771976,3.00232552023227e+18,1.5482920962989146,0.2379798410617171,21.46530201057364,0.0001076053828335,74380.8831834496,0.1337923421136818,Na4SnTe4,NaSe,Na4SnTe4__NaSe,1.3317370032558444,1,0,0,0
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,3.756726592027203,2.861458278098505,6.086043741601917e+18,3.888927737905567,0.7086456962770386,21.29246832548696,0.0318391823380784,49382.41767765635,0.1337923421136818,Na4SnTe4,NaSe,Na4SnTe4__NaSe,1.328226009864888,1,0,0,0
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,2.885941835830656,1.51311416995689,1.5773014534642742e+18,4.158537439940812,0.938408261714755,189.4891045855374,1609065145.0435345,150453.07407933928,0.7891706875399659,KSi5N7,CaHN,KSi5N7__CaHN,2.277584243568399,1,0,0,0
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,4.6046731531089184,2.046445431440969,9970215427371132.0,2.365988598064485,0.1944719646982569,8.40580287025621,9264596852.74867,1119261.0171407238,0.7891706875399659,KSi5N7,CaHN,KSi5N7__CaHN,0.9245792008771492,1,0,0,0
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,2.643585810442552,2.389299722590032,1.8433535191185544e+16,4.390458635000039,0.4147051249243696,11.597161322883464,10998365445.845892,1074725.772359623,0.7891706875399659,KSi5N7,CaHN,KSi5N7__CaHN,1.0643516984789592,1,0,0,0
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,4.781913754688904,2.3906468863894053,9322471981509484.0,1.397714135973812,0.111144921027552,7.19221434954643,8933976859.634344,1224366.148915629,0.7891706875399659,KSi5N7,CaHN,KSi5N7__CaHN,0.856862622195418,1,0,0,0
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,59.85885819892354,penn_model_estimated,Type III (broken gap),-3.2342837465383187,4.305083746538319,3.390296162211905,1.4791348957137067,1.9223577615967684e+16,2.279239663798764,0.3165606272765437,14.42558238933364,9693951600.470097,943167.2790587986,,Sb2BrF15,KAlTe2,Sb2BrF15__KAlTe2,1.1591333555101426,0,0,0,1
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,59.85885819892354,penn_model_estimated,Type III (broken gap),-3.2342837465383187,4.305083746538319,5.746065612303578,2.1906677059230404,2.299253488262921e+16,3.87405191961408,0.6558604415442216,14.024187288281684,9920682581.480656,841157.6386236097,,Sb2BrF15,KAlTe2,Sb2BrF15__KAlTe2,1.1468777029805,0,0,0,1
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,59.85885819892354,penn_model_estimated,Type III (broken gap),-3.2342837465383187,4.305083746538319,4.005296109887438,1.3491005128015556,1.1559677343712844e+16,1.55216387995348,0.1763930658434171,10.996662770771913,9973108724.59084,1250822.5684338205,,Sb2BrF15,KAlTe2,Sb2BrF15__KAlTe2,1.0412609069639756,0,0,0,1
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,59.85885819892354,penn_model_estimated,Type III (broken gap),-3.2342837465383187,4.305083746538319,3.934904305996591,1.0540899448607914,1.7584762321293064e+16,1.7776156762540412,0.2558071924190858,16.167626898384945,9750352200.730425,924299.4343399092,,Sb2BrF15,KAlTe2,Sb2BrF15__KAlTe2,1.2086462783745007,0,0,0,1
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.842995788013008,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.3980873732095191,3.7038143957179,2.879878346002266,3321887290283915.5,1.5814812937219118,0.0814426270560043,3.294656354921872,5879.016152433218,1356920.1987678546,,KPbO2,K2ZnS2,KPbO2__K2ZnS2,0.5178101227405884,0,1,0,0
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.842995788013008,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.3980873732095191,5.126687895485967,1.1048123137291963,9.86472777672896e+17,1.616595874263968,0.4428908543268425,76.83700984600863,0.1871481786596662,164250.27198427403,,KPbO2,K2ZnS2,KPbO2__K2ZnS2,1.8855704557127406,0,1,0,0
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.842995788013008,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.3980873732095191,3.912384109372787,2.677028396454164,1.2997341831537635e+17,3.096242471435384,0.5568285323069684,20.1062748783308,1584.044567762723,369609.48201979214,,KPbO2,K2ZnS2,KPbO2__K2ZnS2,1.3033316156170167,0,1,0,0
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.842995788013008,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.3980873732095191,2.000481019636556,1.9703090852951088,9076485038186938.0,2.303977544690304,0.1796730479924048,6.074016776408855,25.391789051613635,1017289.2851422168,,KPbO2,K2ZnS2,KPbO2__K2ZnS2,0.78347598710344,0,1,0,0
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,23.708872144202576,penn_model_estimated,Type II (staggered),0.3517473772251893,-0.6161473772251895,3.658067757903748,0.6240025732471313,9595202869387604.0,3.726125695990272,0.3884875246015137,9.57901059164364,0.0833016833235437,1041695.5790447632,,CdSO4,TeSO5,CdSO4__TeSO5,0.9813206534647492,0,0,1,0
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,23.708872144202576,penn_model_estimated,Type II (staggered),0.3517473772251893,-0.6161473772251895,3.303998929223881,1.906535961759102,8.132808959890967e+17,2.0623420354740847,0.5961369555451675,70.49231050283305,139.97917447077265,190850.8105835952,,CdSO4,TeSO5,CdSO4__TeSO5,1.8481417455258256,0,0,1,0
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,23.708872144202576,penn_model_estimated,Type II (staggered),0.3517473772251893,-0.6161473772251895,3.5915032430069376,1.453689189323681,2.28724755034664e+16,2.811452766665969,0.3722590157029596,12.970322158067171,10.421174559889412,696666.7410018829,,CdSO4,TeSO5,CdSO4__TeSO5,1.1129507632647502,0,0,1,0
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,23.708872144202576,penn_model_estimated,Type II (staggered),0.3517473772251893,-0.6161473772251895,1.5046424308436162,1.7558864195758763,3.958508605722717e+16,2.288879514712497,0.2942789444140705,16.088327267190042,64.76830349701751,594784.2080589129,,CdSO4,TeSO5,CdSO4__TeSO5,1.2065108920546932,0,0,1,0
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,5.954368448663018,0.6527444994731578,4.714366671660879e+18,1.6979103658459211,0.7157118415515081,476.4485220185686,241845.5422473545,98305.88565942716,,NaSb5O13,Na2PS3,NaSb5O13__Na2PS3,2.6780159840698463,0,1,0,0
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,3.6506628471797695,1.7266548353112177,1.625181173343366e+18,1.7118448381635498,0.6354683445523486,179.0017592752056,130104379.45525292,156254.01513656144,,NaSb5O13,Na2PS3,NaSb5O13__Na2PS3,2.252857299358437,0,1,0,0
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,1.7397502097784894,2.9325095085812047,8.67460342577153e+17,1.3994280512487245,0.4322371916824223,101.47901660328166,10045292453.450874,208989.7694048188,,NaSb5O13,Na2PS3,NaSb5O13__Na2PS3,2.006376249978175,0,1,0,0
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,4.2348671608381645,1.5594724910898756,6791005604632206.0,1.5116611706631935,0.1375743933172902,7.586218656867908,47251376.79456849,1252904.8471860404,,NaSb5O13,Na2PS3,NaSb5O13__Na2PS3,0.8800253561762388,0,1,0,0
K3SbS4,inorganic,mp-9781,PbBr2,inorganic,mp-2456335,2.1851,-1.413131798426095,True,2.6579,-0.388269895454246,True,32.33441711659792,penn_model_estimated,Type II (staggered),1.0248619029718489,-1.4976619029718492,3.558681469216147,2.739954113648078,2.6893843219526364e+16,2.47870944169539,0.3799029939615383,13.110552739837216,10457951271.178007,775352.3090990143,,K3SbS4,PbBr2,K3SbS4__PbBr2,1.1176210018961008,0,0,1,0
K3SbS4,inorganic,mp-9781,PbBr2,inorganic,mp-2456335,2.1851,-1.413131798426095,True,2.6579,-0.388269895454246,True,32.33441711659792,penn_model_estimated,Type II (staggered),1.0248619029718489,-1.4976619029718492,2.9022001261959414,2.144166107972413,5.298370163678394e+18,3.156630507998042,1.276378231280901,389.9078246603967,9836163452.81902,106920.46232280644,,K3SbS4,PbBr2,K3SbS4__PbBr2,2.5909619506861525,0,0,1,0
